"id","tool_name","bleu_score","cosine_similarity","lsa_score"
678,"Turjuman","0.1794340568432053","0.2974208652710862","0.21438713505981635"
700,"Turjuman","0.2085522756528758","0.3841124537038877","0.2535443201746526"
679,"Turjuman","0.5464986398614002","0.6978904784973059","0.5517412492806603"
649,"Turjuman","0.1734896028385357","0.2965082418638302","0.22493122309782873"
736,"Turjuman","0.31449181280588656","0.546515199137844","0.3770380419921193"
680,"Turjuman","0.34484354498228054","0.36286434429387887","0.29670081122577396"
650,"Turjuman","3.161383183841234e-204","0.0634010383816039","0.03209378193365522"
715,"Turjuman","0.4013969529912959","0.5698889967716293","0.4303603507832677"
651,"Turjuman","1.165575708094872e-102","0.2928862434951577","0.1954928973942435"
701,"Turjuman","0.11506597933073316","0.4217827487889512","0.3310803219363866"
681,"Turjuman","4.4220793458571747e-103","0.1221888097215077","0.07355388703054638"
652,"Turjuman","0.3117060316262807","0.4940645016116284","0.39563975669424595"
653,"Turjuman","0.5029660235834292","0.6084319522104156","0.4627103295661104"
682,"Turjuman","0.2366937237135888","0.3750977182899579","0.25825315292399376"
654,"Turjuman","0.26865657572522017","0.43548816930314566","0.30419034014863916"
725,"Turjuman","0.10319599751363522","0.3389505490099206","0.20174664226239514"
655,"Turjuman","0.3291612180091595","0.47809478884292833","0.35554063810282155"
702,"Turjuman","7.459913261767552e-103","0.3045189781668479","0.16076524377145882"
683,"Turjuman","0.18351297002180453","0.5388959139441964","0.34368290472376156"
656,"Turjuman","0.43174097599879974","0.5855402954689328","0.45650558115700657"
657,"Turjuman","0.12532777980451124","0.2301154754917479","0.16305020060193165"
684,"Turjuman","0.3078078730104191","0.43626820035047553","0.30947750056949397"
658,"Turjuman","6.871868567360854e-103","0.1225964542752551","0.07780894359285054"
716,"Turjuman","0.4216950416332218","0.5644135524589792","0.4163163069862674"
659,"Turjuman","0.4004464957622973","0.5300828371370027","0.4121250089778974"
703,"Turjuman","0.2382113169037735","0.2699025724218097","0.21572280164680893"
685,"Turjuman","0.16729791613929237","0.25133067835071254","0.188027949092993"
660,"Turjuman","0.1994124531379759","0.5734105463092372","0.34388332363578755"
662,"Turjuman","0.12987353392635267","0.29618420643317606","0.2073444378325421"
686,"Turjuman","0.30139963226755584","0.37086670079663603","0.2769610749878142"
663,"Turjuman","0.5182025172859543","0.6437314101786669","0.5233139756945672"
664,"Turjuman","0.13588584985229177","0.4160486232004423","0.2865305718085249"
704,"Turjuman","0.19198237112704583","0.46321272785646467","0.31074803121117356"
687,"Turjuman","0.3021455819251909","0.5805748747287138","0.3931115061777235"
665,"Turjuman","0.1994124531379759","0.5734105463092372","0.3438833236357872"
666,"Turjuman","1.1018787530868398e-102","0.3174488772321797","0.2016256520959085"
732,"Turjuman","0.20896050354032839","0.3657261944446772","0.23176417613569414"
688,"Turjuman","0.12278996784307332","0.2638535087661745","0.1706720719574083"
667,"Turjuman","0.10800005895926332","0.32044387081549347","0.1911531729223901"
717,"Turjuman","0.4677351412871982","0.46598909712311054","0.3886976804920713"
668,"Turjuman","0.23055036776310803","0.384315296602074","0.2754786140557936"
705,"Turjuman","9.991803243213663e-103","0.2379441116128916","0.1446190194529231"
689,"Turjuman","0.23975389134454123","0.3417498257897178","0.2502386259024493"
669,"Turjuman","9.271358212237969e-103","0.36897269098707225","0.21686292746611757"
670,"Turjuman","6.545506684179204e-103","0.1983439569365596","0.11791479326439269"
690,"Turjuman","2.320179983847703e-103","0.09489610520783495","0.05762883521129974"
671,"Turjuman","0.11906907973908776","0.5551412397830201","0.3509986679876541"
726,"Turjuman","5.7268886341708015e-204","0.16924230892346634","0.08064245439072569"
672,"Turjuman","3.580324517980248e-204","0.04291131584133193","0.023889159294295314"
706,"Turjuman","0.13545376492390465","0.2899982282276857","0.19259952148457712"
691,"Turjuman","0.7874989694289857","0.8350499057520979","0.7523197619890012"
673,"Turjuman","0.10458730443440271","0.19755913900471947","0.13041594770450873"
674,"Turjuman","0.3705417827246648","0.42803180681048675","0.355110992478091"
692,"Turjuman","0.2107453750519641","0.24718481334341982","0.1875129481718094"
675,"Turjuman","0.6296007303564957","0.7650003456470343","0.5850367486985449"
718,"Turjuman","0.1305450641542934","0.33653607205723796","0.19731216145900785"
676,"Turjuman","0.4719881033779711","0.5296115016676036","0.4315672262062551"
707,"Turjuman","0.12478898874152645","0.310102265778454","0.19734979452768112"
693,"Turjuman","8.026307120485024e-103","0.36129004207457005","0.21386719136554785"
677,"Turjuman","0.3284440651756731","0.3973066758554758","0.3192180819290076"
694,"Turjuman","8.493830160804555e-103","0.1955790087589677","0.1307525346181276"
708,"Turjuman","0.4221827472795356","0.46766878821953967","0.38246188226265077"
695,"Turjuman","0.17963169461174133","0.2952629825526183","0.22311115454273192"
739,"Turjuman","0.3767901660949543","0.4623810203223688","0.3684578252136934"
696,"Turjuman","6.213732112178601e-103","0.15106216675706072","0.0844510429081542"
719,"Turjuman","0.5807668949647977","0.7436178805056277","0.6033679535595227"
709,"Turjuman","0.16337776502819226","0.26325169964026623","0.17958783540453568"
697,"Turjuman","5.54083297605583e-204","0.22928995777658823","0.10694053573268471"
698,"Turjuman","1.1449858097502687e-102","0.2414448786322723","0.16520264392850326"
727,"Turjuman","0.2058231711926706","0.3624604489692617","0.23700174699745094"
710,"Turjuman","9.708980935455592e-103","0.21068558398691054","0.13394616229287387"
699,"Turjuman","8.202827164017325e-103","0.15362206451779026","0.10153110176861502"
720,"Turjuman","0.3821530954310885","0.4182173427552024","0.3299561599648669"
711,"Turjuman","0.10422693966543393","0.2666545020302001","0.1790246185740286"
712,"Turjuman","5.467448270265933e-204","0.1410696589839811","0.06897454024140393"
733,"Turjuman","1.0301418651438734e-102","0.28852989358757203","0.16723778778620949"
721,"Turjuman","0.25447787241122627","0.4819854305583324","0.3501679845985654"
713,"Turjuman","0.43050908928275344","0.5883635900492964","0.44446924618629985"
728,"Turjuman","4.775334780914991e-103","0.2991352772855569","0.15840147192722878"
714,"Turjuman","0.6567784656647314","0.6694188517266484","0.5912379973057763"
722,"Turjuman","0.46404316940700907","0.6158435206204845","0.4785058890155649"
737,"Turjuman","0.28298442509430755","0.3492098595135249","0.26898412185404164"
723,"Turjuman","0.20815332009458457","0.3886976804920716","0.2759215311734204"
729,"Turjuman","4.667498646831071e-103","0.24423719531082913","0.13070485738651177"
724,"Turjuman","0.09613485822531258","0.15125666816169875","0.10537764107883729"
